2018-04-30 04:29:12 startup archives unpack
2018-04-30 04:30:41 purge libatomic1:amd64 4.9.2-10+deb8u1 <none>
2018-04-30 04:30:41 status config-files libatomic1:amd64 4.9.2-10+deb8u1
2018-04-30 04:30:41 status config-files libatomic1:amd64 4.9.2-10+deb8u1
2018-04-30 04:30:41 status config-files libatomic1:amd64 4.9.2-10+deb8u1
2018-04-30 04:30:41 status config-files libatomic1:amd64 4.9.2-10+deb8u1
2018-04-30 04:30:41 status config-files libatomic1:amd64 4.9.2-10+deb8u1
2018-04-30 04:30:41 status not-installed libatomic1:amd64 <none>
2018-04-30 04:30:41 status installed libcilkrts5:amd64 4.9.2-10+deb8u1
2018-04-30 04:30:41 remove libcilkrts5:amd64 4.9.2-10+deb8u1 <none>
2018-04-30 04:30:41 status half-configured libcilkrts5:amd64 4.9.2-10+deb8u1
2018-04-30 04:30:41 status half-installed libcilkrts5:amd64 4.9.2-10+deb8u1
2018-04-30 04:30:41 status config-files libcilkrts5:amd64 4.9.2-10+deb8u1
2018-04-30 04:30:41 purge libcilkrts5:amd64 4.9.2-10+deb8u1 <none>
2018-04-30 04:30:41 status config-files libcilkrts5:amd64 4.9.2-10+deb8u1
2018-04-30 04:30:41 status config-files libcilkrts5:amd64 4.9.2-10+deb8u1
2018-04-30 04:30:41 status config-files libcilkrts5:amd64 4.9.2-10+deb8u1
2018-04-30 04:30:41 status config-files libcilkrts5:amd64 4.9.2-10+deb8u1
2018-04-30 04:30:41 status config-files libcilkrts5:amd64 4.9.2-10+deb8u1
2018-04-30 04:30:41 status not-installed libcilkrts5:amd64 <none>
2018-04-30 04:30:41 status installed libcloog-isl4:amd64 0.18.2-1+b2
2018-04-30 04:30:41 remove libcloog-isl4:amd64 0.18.2-1+b2 <none>
2018-04-30 04:30:41 status half-configured libcloog-isl4:amd64 0.18.2-1+b2
2018-04-30 04:30:41 status half-installed libcloog-isl4:amd64 0.18.2-1+b2
2018-04-30 04:30:41 status config-files libcloog-isl4:amd64 0.18.2-1+b2
2018-04-30 04:30:41 purge libcloog-isl4:amd64 0.18.2-1+b2 <none>
2018-04-30 04:30:41 status config-files libcloog-isl4:amd64 0.18.2-1+b2
2018-04-30 04:30:41 status config-files libcloog-isl4:amd64 0.18.2-1+b2
2018-04-30 04:30:41 status config-files libcloog-isl4:amd64 0.18.2-1+b2
2018-04-30 04:30:41 status config-files libcloog-isl4:amd64 0.18.2-1+b2
2018-04-30 04:30:41 status config-files libcloog-isl4:amd64 0.18.2-1+b2
2018-04-30 04:30:41 status not-installed libcloog-isl4:amd64 <none>
2018-04-30 04:30:41 status installed libdpkg-perl:all 1.17.27
2018-04-30 04:30:41 remove libdpkg-perl:all 1.17.27 <none>
2018-04-30 04:30:41 status half-configured libdpkg-perl:all 1.17.27
2018-04-30 04:30:41 status half-installed libdpkg-perl:all 1.17.27
2018-04-30 04:30:41 status config-files libdpkg-perl:all 1.17.27
2018-04-30 04:30:41 status config-files libdpkg-perl:all 1.17.27
2018-04-30 04:30:41 status config-files libdpkg-perl:all 1.17.27
2018-04-30 04:30:41 status not-installed libdpkg-perl:all <none>
2018-04-30 04:30:41 status installed libtimedate-perl:all 2.3000-2
2018-04-30 04:30:41 remove libtimedate-perl:all 2.3000-2 <none>
2018-04-30 04:30:41 status half-configured libtimedate-perl:all 2.3000-2
2018-04-30 04:30:41 status half-installed libtimedate-perl:all 2.3000-2
2018-04-30 04:30:41 status config-files libtimedate-perl:all 2.3000-2
2018-04-30 04:30:41 status config-files libtimedate-perl:all 2.3000-2
2018-04-30 04:30:41 status config-files libtimedate-perl:all 2.3000-2
2018-04-30 04:30:41 status not-installed libtimedate-perl:all <none>
2018-04-30 04:30:41 status installed perl:amd64 5.20.2-3+deb8u10
2018-04-30 04:30:41 remove perl:amd64 5.20.2-3+deb8u10 <none>
2018-04-30 04:30:41 status half-configured perl:amd64 5.20.2-3+deb8u10
2018-04-30 04:30:41 status half-installed perl:amd64 5.20.2-3+deb8u10
2018-04-30 04:30:41 status config-files perl:amd64 5.20.2-3+deb8u10
2018-04-30 04:30:41 status config-files perl:amd64 5.20.2-3+deb8u10
2018-04-30 04:30:41 status config-files perl:amd64 5.20.2-3+deb8u10
2018-04-30 04:30:41 status not-installed perl:amd64 <none>
2018-04-30 04:30:41 status installed libgdbm3:amd64 1.8.3-13.1
2018-04-30 04:30:41 remove libgdbm3:amd64 1.8.3-13.1 <none>
2018-04-30 04:30:41 status half-configured libgdbm3:amd64 1.8.3-13.1
2018-04-30 04:30:41 status half-installed libgdbm3:amd64 1.8.3-13.1
2018-04-30 04:30:41 status config-files libgdbm3:amd64 1.8.3-13.1
2018-04-30 04:30:41 purge libgdbm3:amd64 1.8.3-13.1 <none>
2018-04-30 04:30:41 status config-files libgdbm3:amd64 1.8.3-13.1
2018-04-30 04:30:41 status config-files libgdbm3:amd64 1.8.3-13.1
2018-04-30 04:30:41 status config-files libgdbm3:amd64 1.8.3-13.1
2018-04-30 04:30:41 status config-files libgdbm3:amd64 1.8.3-13.1
2018-04-30 04:30:41 status config-files libgdbm3:amd64 1.8.3-13.1
2018-04-30 04:30:41 status not-installed libgdbm3:amd64 <none>
2018-04-30 04:30:41 status installed libnghttp2-dev:amd64 1.18.1-1
2018-04-30 04:30:41 remove libnghttp2-dev:amd64 1.18.1-1 <none>
2018-04-30 04:30:41 status half-configured libnghttp2-dev:amd64 1.18.1-1
2018-04-30 04:30:41 status half-installed libnghttp2-dev:amd64 1.18.1-1
2018-04-30 04:30:41 status config-files libnghttp2-dev:amd64 1.18.1-1
2018-04-30 04:30:41 status config-files libnghttp2-dev:amd64 1.18.1-1
2018-04-30 04:30:41 status config-files libnghttp2-dev:amd64 1.18.1-1
2018-04-30 04:30:41 status not-installed libnghttp2-dev:amd64 <none>
2018-04-30 04:30:41 status installed pkg-config:amd64 0.28-1
2018-04-30 04:30:41 remove pkg-config:amd64 0.28-1 <none>
2018-04-30 04:30:41 status half-configured pkg-config:amd64 0.28-1
2018-04-30 04:30:41 status half-installed pkg-config:amd64 0.28-1
2018-04-30 04:30:41 status config-files pkg-config:amd64 0.28-1
2018-04-30 04:30:41 status config-files pkg-config:amd64 0.28-1
2018-04-30 04:30:41 status config-files pkg-config:amd64 0.28-1
2018-04-30 04:30:41 status not-installed pkg-config:amd64 <none>
2018-04-30 04:30:41 status installed libglib2.0-0:amd64 2.42.1-1+b1
2018-04-30 04:30:41 remove libglib2.0-0:amd64 2.42.1-1+b1 <none>
2018-04-30 04:30:41 status half-configured libglib2.0-0:amd64 2.42.1-1+b1
2018-04-30 04:30:41 status half-installed libglib2.0-0:amd64 2.42.1-1+b1
2018-04-30 04:30:41 status config-files libglib2.0-0:amd64 2.42.1-1+b1
2018-04-30 04:30:41 purge libglib2.0-0:amd64 2.42.1-1+b1 <none>
2018-04-30 04:30:41 status config-files libglib2.0-0:amd64 2.42.1-1+b1
2018-04-30 04:30:41 status config-files libglib2.0-0:amd64 2.42.1-1+b1
2018-04-30 04:30:41 status config-files libglib2.0-0:amd64 2.42.1-1+b1
2018-04-30 04:30:41 status config-files libglib2.0-0:amd64 2.42.1-1+b1
2018-04-30 04:30:41 status config-files libglib2.0-0:amd64 2.42.1-1+b1
2018-04-30 04:30:41 status not-installed libglib2.0-0:amd64 <none>
2018-04-30 04:30:41 status installed libgomp1:amd64 4.9.2-10+deb8u1
2018-04-30 04:30:41 remove libgomp1:amd64 4.9.2-10+deb8u1 <none>
2018-04-30 04:30:41 status half-configured libgomp1:amd64 4.9.2-10+deb8u1
2018-04-30 04:30:41 status half-installed libgomp1:amd64 4.9.2-10+deb8u1
2018-04-30 04:30:41 status config-files libgomp1:amd64 4.9.2-10+deb8u1
2018-04-30 04:30:41 purge libgomp1:amd64 4.9.2-10+deb8u1 <none>
2018-04-30 04:30:41 status config-files libgomp1:amd64 4.9.2-10+deb8u1
2018-04-30 04:30:41 status config-files libgomp1:amd64 4.9.2-10+deb8u1
2018-04-30 04:30:41 status config-files libgomp1:amd64 4.9.2-10+deb8u1
2018-04-30 04:30:41 status config-files libgomp1:amd64 4.9.2-10+deb8u1
2018-04-30 04:30:41 status config-files libgomp1:amd64 4.9.2-10+deb8u1
2018-04-30 04:30:41 status not-installed libgomp1:amd64 <none>
2018-04-30 04:30:41 status installed wget:amd64 1.16-1+deb8u4
2018-04-30 04:30:41 remove wget:amd64 1.16-1+deb8u4 <none>
2018-04-30 04:30:41 status half-configured wget:amd64 1.16-1+deb8u4
2018-04-30 04:30:41 status half-installed wget:amd64 1.16-1+deb8u4
2018-04-30 04:30:41 status config-files wget:amd64 1.16-1+deb8u4
2018-04-30 04:30:41 purge wget:amd64 1.16-1+deb8u4 <none>
2018-04-30 04:30:41 status config-files wget:amd64 1.16-1+deb8u4
2018-04-30 04:30:41 status config-files wget:amd64 1.16-1+deb8u4
2018-04-30 04:30:41 status config-files wget:amd64 1.16-1+deb8u4
2018-04-30 04:30:41 status config-files wget:amd64 1.16-1+deb8u4
2018-04-30 04:30:41 status config-files wget:amd64 1.16-1+deb8u4
2018-04-30 04:30:41 status not-installed wget:amd64 <none>
2018-04-30 04:30:41 status installed libpsl0:amd64 0.5.1-1
2018-04-30 04:30:41 remove libpsl0:amd64 0.5.1-1 <none>
2018-04-30 04:30:41 status half-configured libpsl0:amd64 0.5.1-1
2018-04-30 04:30:41 status half-installed libpsl0:amd64 0.5.1-1
2018-04-30 04:30:41 status config-files libpsl0:amd64 0.5.1-1
2018-04-30 04:30:41 purge libpsl0:amd64 0.5.1-1 <none>
2018-04-30 04:30:41 status config-files libpsl0:amd64 0.5.1-1
2018-04-30 04:30:41 status config-files libpsl0:amd64 0.5.1-1
2018-04-30 04:30:41 status config-files libpsl0:amd64 0.5.1-1
2018-04-30 04:30:41 status config-files libpsl0:amd64 0.5.1-1
2018-04-30 04:30:41 status config-files libpsl0:amd64 0.5.1-1
2018-04-30 04:30:41 status not-installed libpsl0:amd64 <none>
2018-04-30 04:30:41 status installed libicu52:amd64 52.1-8+deb8u7
2018-04-30 04:30:41 remove libicu52:amd64 52.1-8+deb8u7 <none>
2018-04-30 04:30:41 status half-configured libicu52:amd64 52.1-8+deb8u7
2018-04-30 04:30:41 status half-installed libicu52:amd64 52.1-8+deb8u7
2018-04-30 04:30:41 status config-files libicu52:amd64 52.1-8+deb8u7
2018-04-30 04:30:41 purge libicu52:amd64 52.1-8+deb8u7 <none>
2018-04-30 04:30:41 status config-files libicu52:amd64 52.1-8+deb8u7
2018-04-30 04:30:41 status config-files libicu52:amd64 52.1-8+deb8u7
2018-04-30 04:30:41 status config-files libicu52:amd64 52.1-8+deb8u7
2018-04-30 04:30:41 status config-files libicu52:amd64 52.1-8+deb8u7
2018-04-30 04:30:41 status config-files libicu52:amd64 52.1-8+deb8u7
2018-04-30 04:30:41 status not-installed libicu52:amd64 <none>
2018-04-30 04:30:41 status installed libidn11:amd64 1.29-1+deb8u2
2018-04-30 04:30:41 remove libidn11:amd64 1.29-1+deb8u2 <none>
2018-04-30 04:30:41 status half-configured libidn11:amd64 1.29-1+deb8u2
2018-04-30 04:30:41 status half-installed libidn11:amd64 1.29-1+deb8u2
2018-04-30 04:30:41 status config-files libidn11:amd64 1.29-1+deb8u2
2018-04-30 04:30:41 purge libidn11:amd64 1.29-1+deb8u2 <none>
2018-04-30 04:30:41 status config-files libidn11:amd64 1.29-1+deb8u2
2018-04-30 04:30:41 status config-files libidn11:amd64 1.29-1+deb8u2
2018-04-30 04:30:41 status config-files libidn11:amd64 1.29-1+deb8u2
2018-04-30 04:30:41 status config-files libidn11:amd64 1.29-1+deb8u2
2018-04-30 04:30:41 status config-files libidn11:amd64 1.29-1+deb8u2
2018-04-30 04:30:41 status not-installed libidn11:amd64 <none>
2018-04-30 04:30:41 status installed libisl10:amd64 0.12.2-2
2018-04-30 04:30:41 remove libisl10:amd64 0.12.2-2 <none>
2018-04-30 04:30:41 status half-configured libisl10:amd64 0.12.2-2
2018-04-30 04:30:41 status half-installed libisl10:amd64 0.12.2-2
2018-04-30 04:30:41 status config-files libisl10:amd64 0.12.2-2
2018-04-30 04:30:41 purge libisl10:amd64 0.12.2-2 <none>
2018-04-30 04:30:41 status config-files libisl10:amd64 0.12.2-2
2018-04-30 04:30:41 status config-files libisl10:amd64 0.12.2-2
2018-04-30 04:30:41 status config-files libisl10:amd64 0.12.2-2
2018-04-30 04:30:41 status config-files libisl10:amd64 0.12.2-2
2018-04-30 04:30:42 status config-files libisl10:amd64 0.12.2-2
2018-04-30 04:30:42 status not-installed libisl10:amd64 <none>
2018-04-30 04:30:42 status installed libitm1:amd64 4.9.2-10+deb8u1
2018-04-30 04:30:42 remove libitm1:amd64 4.9.2-10+deb8u1 <none>
2018-04-30 04:30:42 status half-configured libitm1:amd64 4.9.2-10+deb8u1
2018-04-30 04:30:42 status half-installed libitm1:amd64 4.9.2-10+deb8u1
2018-04-30 04:30:42 status config-files libitm1:amd64 4.9.2-10+deb8u1
2018-04-30 04:30:42 purge libitm1:amd64 4.9.2-10+deb8u1 <none>
2018-04-30 04:30:42 status config-files libitm1:amd64 4.9.2-10+deb8u1
2018-04-30 04:30:42 status config-files libitm1:amd64 4.9.2-10+deb8u1
2018-04-30 04:30:42 status config-files libitm1:amd64 4.9.2-10+deb8u1
2018-04-30 04:30:42 status config-files libitm1:amd64 4.9.2-10+deb8u1
2018-04-30 04:30:42 status config-files libitm1:amd64 4.9.2-10+deb8u1
2018-04-30 04:30:42 status not-installed libitm1:amd64 <none>
2018-04-30 04:30:42 status installed liblsan0:amd64 4.9.2-10+deb8u1
2018-04-30 04:30:42 remove liblsan0:amd64 4.9.2-10+deb8u1 <none>
2018-04-30 04:30:42 status half-configured liblsan0:amd64 4.9.2-10+deb8u1
2018-04-30 04:30:42 status half-installed liblsan0:amd64 4.9.2-10+deb8u1
2018-04-30 04:30:42 status config-files liblsan0:amd64 4.9.2-10+deb8u1
2018-04-30 04:30:42 purge liblsan0:amd64 4.9.2-10+deb8u1 <none>
2018-04-30 04:30:42 status config-files liblsan0:amd64 4.9.2-10+deb8u1
2018-04-30 04:30:42 status config-files liblsan0:amd64 4.9.2-10+deb8u1
2018-04-30 04:30:42 status config-files liblsan0:amd64 4.9.2-10+deb8u1
2018-04-30 04:30:42 status config-files liblsan0:amd64 4.9.2-10+deb8u1
2018-04-30 04:30:42 status config-files liblsan0:amd64 4.9.2-10+deb8u1
2018-04-30 04:30:42 status not-installed liblsan0:amd64 <none>
2018-04-30 04:30:42 status installed liblua5.2-dev:amd64 5.2.3-1.1
2018-04-30 04:30:42 remove liblua5.2-dev:amd64 5.2.3-1.1 <none>
2018-04-30 04:30:42 status half-configured liblua5.2-dev:amd64 5.2.3-1.1
2018-04-30 04:30:42 status half-installed liblua5.2-dev:amd64 5.2.3-1.1
2018-04-30 04:30:42 status config-files liblua5.2-dev:amd64 5.2.3-1.1
2018-04-30 04:30:42 status config-files liblua5.2-dev:amd64 5.2.3-1.1
2018-04-30 04:30:42 status config-files liblua5.2-dev:amd64 5.2.3-1.1
2018-04-30 04:30:42 status not-installed liblua5.2-dev:amd64 <none>
2018-04-30 04:30:42 status installed libmpc3:amd64 1.0.2-1
2018-04-30 04:30:42 remove libmpc3:amd64 1.0.2-1 <none>
2018-04-30 04:30:42 status half-configured libmpc3:amd64 1.0.2-1
2018-04-30 04:30:42 status half-installed libmpc3:amd64 1.0.2-1
2018-04-30 04:30:42 status config-files libmpc3:amd64 1.0.2-1
2018-04-30 04:30:42 purge libmpc3:amd64 1.0.2-1 <none>
2018-04-30 04:30:42 status config-files libmpc3:amd64 1.0.2-1
2018-04-30 04:30:42 status config-files libmpc3:amd64 1.0.2-1
2018-04-30 04:30:42 status config-files libmpc3:amd64 1.0.2-1
2018-04-30 04:30:42 status config-files libmpc3:amd64 1.0.2-1
2018-04-30 04:30:42 status config-files libmpc3:amd64 1.0.2-1
2018-04-30 04:30:42 status not-installed libmpc3:amd64 <none>
2018-04-30 04:30:42 status installed libmpfr4:amd64 3.1.2-2
2018-04-30 04:30:42 remove libmpfr4:amd64 3.1.2-2 <none>
2018-04-30 04:30:42 status half-configured libmpfr4:amd64 3.1.2-2
2018-04-30 04:30:42 status half-installed libmpfr4:amd64 3.1.2-2
2018-04-30 04:30:42 status config-files libmpfr4:amd64 3.1.2-2
2018-04-30 04:30:42 purge libmpfr4:amd64 3.1.2-2 <none>
2018-04-30 04:30:42 status config-files libmpfr4:amd64 3.1.2-2
2018-04-30 04:30:42 status config-files libmpfr4:amd64 3.1.2-2
2018-04-30 04:30:42 status config-files libmpfr4:amd64 3.1.2-2
2018-04-30 04:30:42 status config-files libmpfr4:amd64 3.1.2-2
2018-04-30 04:30:42 status config-files libmpfr4:amd64 3.1.2-2
2018-04-30 04:30:42 status not-installed libmpfr4:amd64 <none>
2018-04-30 04:30:42 status installed libpcre++-dev:amd64 0.9.5-6
2018-04-30 04:30:42 remove libpcre++-dev:amd64 0.9.5-6 <none>
2018-04-30 04:30:42 status half-configured libpcre++-dev:amd64 0.9.5-6
2018-04-30 04:30:42 status half-installed libpcre++-dev:amd64 0.9.5-6
2018-04-30 04:30:42 status config-files libpcre++-dev:amd64 0.9.5-6
2018-04-30 04:30:42 status config-files libpcre++-dev:amd64 0.9.5-6
2018-04-30 04:30:42 status config-files libpcre++-dev:amd64 0.9.5-6
2018-04-30 04:30:42 status not-installed libpcre++-dev:amd64 <none>
2018-04-30 04:30:42 status installed libpcre3-dev:amd64 2:8.35-3.3+deb8u4
2018-04-30 04:30:42 remove libpcre3-dev:amd64 2:8.35-3.3+deb8u4 <none>
2018-04-30 04:30:42 status half-configured libpcre3-dev:amd64 2:8.35-3.3+deb8u4
2018-04-30 04:30:42 status half-installed libpcre3-dev:amd64 2:8.35-3.3+deb8u4
2018-04-30 04:30:42 status config-files libpcre3-dev:amd64 2:8.35-3.3+deb8u4
2018-04-30 04:30:42 status config-files libpcre3-dev:amd64 2:8.35-3.3+deb8u4
2018-04-30 04:30:42 status config-files libpcre3-dev:amd64 2:8.35-3.3+deb8u4
2018-04-30 04:30:42 status not-installed libpcre3-dev:amd64 <none>
2018-04-30 04:30:42 status installed libpcrecpp0:amd64 2:8.35-3.3+deb8u4
2018-04-30 04:30:42 remove libpcrecpp0:amd64 2:8.35-3.3+deb8u4 <none>
2018-04-30 04:30:42 status half-configured libpcrecpp0:amd64 2:8.35-3.3+deb8u4
2018-04-30 04:30:42 status half-installed libpcrecpp0:amd64 2:8.35-3.3+deb8u4
2018-04-30 04:30:42 status config-files libpcrecpp0:amd64 2:8.35-3.3+deb8u4
2018-04-30 04:30:42 purge libpcrecpp0:amd64 2:8.35-3.3+deb8u4 <none>
2018-04-30 04:30:42 status config-files libpcrecpp0:amd64 2:8.35-3.3+deb8u4
2018-04-30 04:30:42 status config-files libpcrecpp0:amd64 2:8.35-3.3+deb8u4
2018-04-30 04:30:42 status config-files libpcrecpp0:amd64 2:8.35-3.3+deb8u4
2018-04-30 04:30:42 status config-files libpcrecpp0:amd64 2:8.35-3.3+deb8u4
2018-04-30 04:30:42 status config-files libpcrecpp0:amd64 2:8.35-3.3+deb8u4
2018-04-30 04:30:42 status not-installed libpcrecpp0:amd64 <none>
2018-04-30 04:30:42 status installed libquadmath0:amd64 4.9.2-10+deb8u1
2018-04-30 04:30:42 remove libquadmath0:amd64 4.9.2-10+deb8u1 <none>
2018-04-30 04:30:42 status half-configured libquadmath0:amd64 4.9.2-10+deb8u1
2018-04-30 04:30:42 status half-installed libquadmath0:amd64 4.9.2-10+deb8u1
2018-04-30 04:30:42 status config-files libquadmath0:amd64 4.9.2-10+deb8u1
2018-04-30 04:30:42 purge libquadmath0:amd64 4.9.2-10+deb8u1 <none>
2018-04-30 04:30:42 status config-files libquadmath0:amd64 4.9.2-10+deb8u1
2018-04-30 04:30:42 status config-files libquadmath0:amd64 4.9.2-10+deb8u1
2018-04-30 04:30:42 status config-files libquadmath0:amd64 4.9.2-10+deb8u1
2018-04-30 04:30:42 status config-files libquadmath0:amd64 4.9.2-10+deb8u1
2018-04-30 04:30:42 status config-files libquadmath0:amd64 4.9.2-10+deb8u1
2018-04-30 04:30:42 status not-installed libquadmath0:amd64 <none>
2018-04-30 04:30:42 status installed libreadline-dev:amd64 6.3-8+b3
2018-04-30 04:30:42 remove libreadline-dev:amd64 6.3-8+b3 <none>
2018-04-30 04:30:42 status half-configured libreadline-dev:amd64 6.3-8+b3
2018-04-30 04:30:42 status half-installed libreadline-dev:amd64 6.3-8+b3
2018-04-30 04:30:42 status config-files libreadline-dev:amd64 6.3-8+b3
2018-04-30 04:30:42 status config-files libreadline-dev:amd64 6.3-8+b3
2018-04-30 04:30:42 status config-files libreadline-dev:amd64 6.3-8+b3
2018-04-30 04:30:42 status not-installed libreadline-dev:amd64 <none>
2018-04-30 04:30:42 status installed libreadline6-dev:amd64 6.3-8+b3
2018-04-30 04:30:42 remove libreadline6-dev:amd64 6.3-8+b3 <none>
2018-04-30 04:30:42 status half-configured libreadline6-dev:amd64 6.3-8+b3
2018-04-30 04:30:42 status half-installed libreadline6-dev:amd64 6.3-8+b3
2018-04-30 04:30:42 status config-files libreadline6-dev:amd64 6.3-8+b3
2018-04-30 04:30:42 status config-files libreadline6-dev:amd64 6.3-8+b3
2018-04-30 04:30:42 status config-files libreadline6-dev:amd64 6.3-8+b3
2018-04-30 04:30:42 status not-installed libreadline6-dev:amd64 <none>
2018-04-30 04:30:42 status installed libssl-dev:amd64 1.0.2l-1~bpo8+1
2018-04-30 04:30:42 remove libssl-dev:amd64 1.0.2l-1~bpo8+1 <none>
2018-04-30 04:30:42 status half-configured libssl-dev:amd64 1.0.2l-1~bpo8+1
2018-04-30 04:30:42 status half-installed libssl-dev:amd64 1.0.2l-1~bpo8+1
2018-04-30 04:30:42 status config-files libssl-dev:amd64 1.0.2l-1~bpo8+1
2018-04-30 04:30:42 status config-files libssl-dev:amd64 1.0.2l-1~bpo8+1
2018-04-30 04:30:42 status config-files libssl-dev:amd64 1.0.2l-1~bpo8+1
2018-04-30 04:30:42 status not-installed libssl-dev:amd64 <none>
2018-04-30 04:30:42 status installed libtinfo-dev:amd64 5.9+20140913-1+deb8u2
2018-04-30 04:30:42 remove libtinfo-dev:amd64 5.9+20140913-1+deb8u2 <none>
2018-04-30 04:30:42 status half-configured libtinfo-dev:amd64 5.9+20140913-1+deb8u2
2018-04-30 04:30:42 status half-installed libtinfo-dev:amd64 5.9+20140913-1+deb8u2
2018-04-30 04:30:42 status config-files libtinfo-dev:amd64 5.9+20140913-1+deb8u2
2018-04-30 04:30:42 status config-files libtinfo-dev:amd64 5.9+20140913-1+deb8u2
2018-04-30 04:30:42 status config-files libtinfo-dev:amd64 5.9+20140913-1+deb8u2
2018-04-30 04:30:42 status not-installed libtinfo-dev:amd64 <none>
2018-04-30 04:30:42 status installed libtsan0:amd64 4.9.2-10+deb8u1
2018-04-30 04:30:42 remove libtsan0:amd64 4.9.2-10+deb8u1 <none>
2018-04-30 04:30:42 status half-configured libtsan0:amd64 4.9.2-10+deb8u1
2018-04-30 04:30:42 status half-installed libtsan0:amd64 4.9.2-10+deb8u1
2018-04-30 04:30:42 status config-files libtsan0:amd64 4.9.2-10+deb8u1
2018-04-30 04:30:42 purge libtsan0:amd64 4.9.2-10+deb8u1 <none>
2018-04-30 04:30:42 status config-files libtsan0:amd64 4.9.2-10+deb8u1
2018-04-30 04:30:42 status config-files libtsan0:amd64 4.9.2-10+deb8u1
2018-04-30 04:30:42 status config-files libtsan0:amd64 4.9.2-10+deb8u1
2018-04-30 04:30:42 status config-files libtsan0:amd64 4.9.2-10+deb8u1
2018-04-30 04:30:42 status config-files libtsan0:amd64 4.9.2-10+deb8u1
2018-04-30 04:30:42 status not-installed libtsan0:amd64 <none>
2018-04-30 04:30:42 status installed libubsan0:amd64 4.9.2-10+deb8u1
2018-04-30 04:30:42 remove libubsan0:amd64 4.9.2-10+deb8u1 <none>
2018-04-30 04:30:42 status half-configured libubsan0:amd64 4.9.2-10+deb8u1
2018-04-30 04:30:42 status half-installed libubsan0:amd64 4.9.2-10+deb8u1
2018-04-30 04:30:42 status config-files libubsan0:amd64 4.9.2-10+deb8u1
2018-04-30 04:30:42 purge libubsan0:amd64 4.9.2-10+deb8u1 <none>
2018-04-30 04:30:42 status config-files libubsan0:amd64 4.9.2-10+deb8u1
2018-04-30 04:30:42 status config-files libubsan0:amd64 4.9.2-10+deb8u1
2018-04-30 04:30:42 status config-files libubsan0:amd64 4.9.2-10+deb8u1
2018-04-30 04:30:42 status config-files libubsan0:amd64 4.9.2-10+deb8u1
2018-04-30 04:30:42 status config-files libubsan0:amd64 4.9.2-10+deb8u1
2018-04-30 04:30:42 status not-installed libubsan0:amd64 <none>
2018-04-30 04:30:42 status installed libxml2-dev:amd64 2.9.1+dfsg1-5+deb8u6
2018-04-30 04:30:42 remove libxml2-dev:amd64 2.9.1+dfsg1-5+deb8u6 <none>
2018-04-30 04:30:42 status half-configured libxml2-dev:amd64 2.9.1+dfsg1-5+deb8u6
2018-04-30 04:30:42 status half-installed libxml2-dev:amd64 2.9.1+dfsg1-5+deb8u6
2018-04-30 04:30:42 status config-files libxml2-dev:amd64 2.9.1+dfsg1-5+deb8u6
2018-04-30 04:30:42 status config-files libxml2-dev:amd64 2.9.1+dfsg1-5+deb8u6
2018-04-30 04:30:42 status config-files libxml2-dev:amd64 2.9.1+dfsg1-5+deb8u6
2018-04-30 04:30:42 status not-installed libxml2-dev:amd64 <none>
2018-04-30 04:30:42 status installed make:amd64 4.0-8.1
2018-04-30 04:30:42 remove make:amd64 4.0-8.1 <none>
2018-04-30 04:30:42 status half-configured make:amd64 4.0-8.1
2018-04-30 04:30:42 status half-installed make:amd64 4.0-8.1
2018-04-30 04:30:42 status config-files make:amd64 4.0-8.1
2018-04-30 04:30:42 status config-files make:amd64 4.0-8.1
2018-04-30 04:30:42 status config-files make:amd64 4.0-8.1
2018-04-30 04:30:42 status not-installed make:amd64 <none>
2018-04-30 04:30:42 status installed openssl:amd64 1.0.1t-1+deb8u8
2018-04-30 04:30:42 remove openssl:amd64 1.0.1t-1+deb8u8 <none>
2018-04-30 04:30:42 status half-configured openssl:amd64 1.0.1t-1+deb8u8
2018-04-30 04:30:42 status half-installed openssl:amd64 1.0.1t-1+deb8u8
2018-04-30 04:30:42 status config-files openssl:amd64 1.0.1t-1+deb8u8
2018-04-30 04:30:42 purge openssl:amd64 1.0.1t-1+deb8u8 <none>
2018-04-30 04:30:42 status config-files openssl:amd64 1.0.1t-1+deb8u8
2018-04-30 04:30:42 status config-files openssl:amd64 1.0.1t-1+deb8u8
2018-04-30 04:30:42 status config-files openssl:amd64 1.0.1t-1+deb8u8
2018-04-30 04:30:42 status config-files openssl:amd64 1.0.1t-1+deb8u8
2018-04-30 04:30:42 status config-files openssl:amd64 1.0.1t-1+deb8u8
2018-04-30 04:30:42 status not-installed openssl:amd64 <none>
2018-04-30 04:30:42 status installed patch:amd64 2.7.5-1
2018-04-30 04:30:42 remove patch:amd64 2.7.5-1 <none>
2018-04-30 04:30:42 status half-configured patch:amd64 2.7.5-1
2018-04-30 04:30:42 status half-installed patch:amd64 2.7.5-1
2018-04-30 04:30:42 status config-files patch:amd64 2.7.5-1
2018-04-30 04:30:42 status config-files patch:amd64 2.7.5-1
2018-04-30 04:30:42 status config-files patch:amd64 2.7.5-1
2018-04-30 04:30:42 status not-installed patch:amd64 <none>
2018-04-30 04:30:42 status installed perl-modules:all 5.20.2-3+deb8u10
2018-04-30 04:30:42 remove perl-modules:all 5.20.2-3+deb8u10 <none>
2018-04-30 04:30:42 status half-configured perl-modules:all 5.20.2-3+deb8u10
